Merges,Seed,Weight,Mass@ZAMS(1),Mass@DCO(1),Mass@ZAMS(2),Mass@DCO(2),SemiMajorAxis@ZAMS,SemiMajorAxis@DCO,Eccentricity@ZAMS,Eccentricity@DCO,Metallicity@ZAMS,StellarType@ZAMS(1),StellarType@DCO(1),StellarType@ZAMS(2),StellarType@DCO(2),KickMagnitude(1),KickMagnitude(2),KickPhi(1),KickPhi(2),KickTheta(1),KickTheta(2),KickMeanAnomaly(1),KickMeanAnomaly(2)
1,2392,1,10.1852530831122,1.2002947387215561,10.139064371119389,1.5219540672707086,5.322500918136967,0.006971009958958872,0.0,0.23546338086569876,0.029434920476133,1,13,1,13,0.9401362671051174,0.7907319574151188,1.0072502916689436,-0.011219943655252473,0.33662033491382576,0.7568119658561498,5.669993721860193,2.668762907041527
1,4330,1,12.417078947266663,2.1823431907670856,12.3209194153252,1.3983025073159148,8.916773723110234,0.021685936213898995,0.0,0.48093457640862736,0.0231983680730961,1,14,1,13,0.9112625303678215,0.03992862976156175,1.0519976265417479,1.0611766573160364,4.890618319049183,2.5743932728531864,6.157747588115092,3.76139142941662
1,5958,1,13.823409803669575,1.7512704616593575,13.089832009192605,1.5813305937965518,10.389351612632789,0.014581187429008975,0.0,0.1833663995646485,0.029236854125424254,1,13,1,13,0.7674014479853213,0.3442166696768254,0.035324560689077744,-0.6057992294870721,0.3315049960794308,0.9884098916965162,3.074491556388329,0.28439843851937
1,9243,1,9.876101043553705,1.2600473716842946,8.74972482913588,1.2187394388798456,0.9718341433488974,0.009069668569895857,0.0,0.1009950305175639,0.02920837544144745,1,13,1,13,0.523977974196896,0.849926583468914,0.08611802530091217,0.620454623552082,0.17452153036796708,0.3099480760214687,0.3503110303519582,2.6810324170644395
1,11654,1,12.126782475484836,1.545585145243062,11.359518766208147,1.1886630946292343,10.709321769992838,0.015375640540148245,0.0,0.21656608889586496,0.025692133684220523,1,13,1,13,0.07936604460701346,0.9059878755360842,0.11457612605900902,0.17194197153128865,3.708739399996826,2.722072712706056,4.163224623427785,5.417677650283039
1,15480,1,10.883051465473706,1.2600873439795186,8.836088467657321,1.1658142699392304,0.6427748464499092,0.007810371298839614,0.0,0.13357309795604544,0.021884509591502104,1,13,1,13,0.21367678348906338,0.07388447341509163,0.15966244496448567,1.2110471561026692,5.4653828309953,4.607595500435619,1.4855972944846485,5.874740374448678
1,20746,1,11.253452500462732,1.2600756287021995,8.484126672675842,1.2133250764164643,0.3300533774939763,0.00778692492233238,0.0,0.13381825923145838,0.025464280196550663,1,13,1,13,0.36702889623120427,0.7598189925774932,0.6959061941723514,0.7581115168743024,3.374968860222692,2.203976592768786,0.8054922312074568,0.3770071011618915
1,22533,1,12.69299835383966,1.5039712349349632,12.609950167219756,1.3768233084044759,7.502018713536964,0.015813323590528457,0.0,0.6629073101382222,0.028192371864494692,1,13,1,13,0.4033076118212193,0.19732740544714034,1.0469581285791114,-0.4967078835326415,4.647484372755833,6.264712325225739,3.5648615488039543,3.5018414737077275
1,24658,1,9.710940360937146,1.200470915712418,9.637117975441534,1.5068218220847958,5.7963046080102005,0.0077763411546355335,0.0,0.36546578750219716,0.025404367375271387,1,13,1,13,0.261310065863654,0.9278931934386492,0.2862137612344793,-0.05013709309973913,5.89968773881797,2.1333036494141635,1.1040971710617737,1.1132606733984276
1,26480,1,10.666544461972348,1.2007462336875572,10.523140281816886,1.4970126582876475,6.432790309137012,0.008128523533944717,0.0,0.4050723920866594,0.02916193285642783,1,13,1,13,0.046217166585847735,0.5743348121177405,0.0468665174882581,0.7069253151123984,1.5250870125327705,2.3661381082239488,4.522343873294584,2.3172692610288794
