Merges,Seed,Weight,Mass@ZAMS(1),Mass@DCO(1),Mass@ZAMS(2),Mass@DCO(2),SemiMajorAxis@ZAMS,SemiMajorAxis@DCO,Eccentricity@ZAMS,Eccentricity@DCO,Metallicity@ZAMS,StellarType@ZAMS(1),StellarType@DCO(1),StellarType@ZAMS(2),StellarType@DCO(2),KickMagnitude(1),KickMagnitude(2),KickPhi(1),KickPhi(2),KickTheta(1),KickTheta(2),KickMeanAnomaly(1),KickMeanAnomaly(2)
1,4173,1,147.58071222091132,9.532796577788833,19.641479996276534,2.14960789208987,2.1291222396946403,1.541997016446581,0.6745836426990978,0.99799532532432,0.025834809973297908,1,14,1,14,0.1988132621627301,0.2949479909148067,0.09259925369919286,-0.30229997632278094,3.701434069871932,6.229227597041521,5.2436056468453875,0.4255353956572881
1,4842,1,11.233042671632461,1.2600412227164306,10.435044490505739,2.659689520794013,0.5146928124513772,0.004242504367487753,0.2419743945177188,0.07796522206628984,0.021361299567470533,1,13,1,14,0.24427136429585516,0.6939969647210091,0.8953804352607171,-0.9495231952292829,4.6681795579933665,0.28794306854458124,3.636937076570419,2.760979617357661
1,5736,1,11.871261377245906,1.5404575939340237,11.276118382211108,1.1847539392930402,47.666953658060706,0.015099753189822427,0.8135003555734412,0.18698334293762425,0.016172395212486628,1,13,1,13,0.6533870473504066,0.003350810846313834,0.3284888405541424,-0.448099083514238,2.935755508217906,5.415368684253907,0.5460379869138999,1.906497071404095
1,6727,1,10.35217180601863,1.2600389973329555,8.431641777512134,1.2174778952111545,52.433978926356765,0.0167648662788996,0.9839946486223394,0.17987047400547002,0.024465416628194524,1,13,1,13,0.3740226982627064,0.055765552213415504,-0.26071666829507856,0.22289403398379348,3.885812059075258,3.5011931742463096,3.878525220234886,2.34289910594051
1,6856,1,10.95514457783536,1.2600328896701538,9.036638685193765,1.481459232676227,0.7138504920069996,0.009863532307092169,0.3750373790378349,0.27419674849906334,0.01578442028921006,1,13,1,13,0.4141041731927544,0.5748025125358254,-0.8957382708177773,-1.0111287949569818,4.908668443069301,3.260601829313939,2.1955238374775994,2.102102850072777
1,7935,1,11.30098989183408,1.2601063604803797,9.716410338327972,1.623558293109759,1.5984301012902364,0.003332431546930267,0.8493126055218293,0.25187835827122557,0.02543731868332755,1,13,1,13,0.3673503065947443,0.9010529748629779,1.362168587723008,-0.2527068840078932,4.5817712000641375,4.8458308128754926,5.4375042308368435,3.3141529520931523
1,11493,1,10.669624686718793,1.260031274613252,7.432800127243041,1.2028563638080414,0.22593312137076385,0.014668473032452214,0.34316774389673943,0.23831891589395343,0.016112035580670824,1,13,1,13,0.5609190771356225,0.8837861500214785,1.146976647334137,0.8989415593864836,4.32436048262882,0.08055737757241133,3.6009607493948437,0.9967313676451053
1,14095,1,11.694010673192652,1.2600982495136448,7.16083783815371,1.2012064934501392,0.2205142686785206,0.007045274305981636,0.37324399935944075,0.10865362275880572,0.0257892306778233,1,13,1,13,0.028854815755039454,0.8140160357579589,-0.8955130701416435,-0.5919458701647767,0.25378764135394205,3.45383652937768,5.5765678658640025,2.906152690867455
1,16508,1,10.72995385909487,1.2600373682879056,9.662045050366011,1.71563911998939,2.568816961612663,0.007401748842079775,0.839791754243888,0.39082575386465973,0.017827517698328636,1,13,1,13,0.6216116070281714,0.912856952752918,-0.8249519971778649,0.3348579525962414,1.3826669065408377,1.2304016837174148,4.229342790360545,4.749454378387293
1,17836,1,36.352420638063315,6.276500583431325,24.58146339999269,1.6622501122278521,13.86746774315427,0.019904069168903325,0.9530997423630625,0.1426536475581869,0.024059217982158182,1,14,1,13,0.04589757043868303,0.8522591725923121,0.821053146315506,0.8182562388311068,2.6396476071409913,1.7256186953108448,4.66593686654198,3.086040966930493
